Monsterid,Damage,Health,GoldValue,Reward,RewardValue,Asset1,Asset2
23260,3913,34805634625,5965947,-1,-1,Slime (Blue),Bat
23261,3914,34837625096,5968327,-1,-1,Slime (Blue),Bat
23262,3915,34869635163,5970707,-1,-1,Slime (Blue),Bat
23263,3916,34901664832,5973087,-1,-1,Slime (Blue),Bat
23264,3918,34933714109,5975468,-1,-1,Slime (Blue),Bat
23265,3919,34965783000,5977849,-1,-1,Slime (Blue),Bat
23266,3920,34997871511,5980230,-1,-1,Slime (Blue),Bat
23267,3921,35029979648,5982611,-1,-1,Slime (Blue),Bat
23268,3922,35062107417,5984992,-1,-1,Slime (Blue),Bat
23269,3924,35094254824,5987374,-1,-1,Slime (Blue),Bat
23270,3925,35126421875,5989756,-1,-1,Slime (Blue),Bat
23271,3926,35158608576,5992138,-1,-1,Slime (Blue),Bat
23272,3927,35190814933,5994520,-1,-1,Slime (Blue),Bat
23273,3928,35223040952,5996902,-1,-1,Slime (Blue),Bat
23274,3930,35255286639,5999285,-1,-1,Slime (Blue),Bat
23275,3931,35287552000,6001668,-1,-1,Slime (Blue),Bat
23276,3932,35319837041,6004051,-1,-1,Fire Sprite,Bat
23277,3933,35352141768,6006434,-1,-1,Fire Sprite,Bat
23278,3934,35384466187,6008818,-1,-1,Fire Sprite,Bat
23279,3936,35416810304,6011202,-1,-1,Fire Sprite,Bat
23280,3937,35449174125,6013586,-1,-1,Fire Sprite,Bat
23281,3938,35481557656,6015970,-1,-1,Fire Sprite,Bat
23282,3939,35513960903,6018354,-1,-1,Fire Sprite,Bat
23283,3940,35546383872,6020739,-1,-1,Fire Sprite,Bat
23284,3942,35578826569,6023124,-1,-1,Fire Sprite,Bat
23285,3943,35611289000,6025509,-1,-1,Fire Sprite,Bat
23286,3944,35643771171,6027894,-1,-1,Fire Sprite,Bat
23287,3945,35676273088,6030280,-1,-1,Fire Sprite,Bat
23288,3946,35708794757,6032666,-1,-1,Fire Sprite,Bat
23289,3948,35741336184,6035052,-1,-1,Fire Sprite,Bat
23290,3949,35773897375,6037438,-1,-1,Fire Sprite,Bat
23291,3950,35806478336,6039824,-1,-1,Fire Sprite,Bat
23292,3951,35839079073,6042211,-1,-1,Fire Sprite,Bat
23293,3952,35871699592,6044598,-1,-1,Fire Sprite,Bat
23294,3954,35904339899,6046985,-1,-1,Fire Sprite,Bat
23295,3955,35937000000,6049372,-1,-1,Fire Sprite,Bat
23296,3956,35969679901,6051760,-1,-1,Fire Sprite,Bat
23297,3957,36002379608,6054147,-1,-1,Fire Sprite,Bat
23298,3958,36035099127,6056535,-1,-1,Fire Sprite,Bat
23299,3960,36067838464,6058923,-1,-1,Fire Sprite,Bat
23300,3961,36100597625,6061312,-1,-1,Fire Sprite,Bat
23301,3962,36133376616,6063700,-1,-1,Skeleton,Skeleton Warrior
23302,3963,36166175443,6066089,-1,-1,Skeleton,Skeleton Warrior
23303,3964,36198994112,6068478,-1,-1,Skeleton,Skeleton Warrior
23304,3966,36231832629,6070867,-1,-1,Skeleton,Skeleton Warrior
23305,3967,36264691000,6073257,-1,-1,Skeleton,Skeleton Warrior
23306,3968,36297569231,6075646,-1,-1,Skeleton,Skeleton Warrior
23307,3969,36330467328,6078036,-1,-1,Skeleton,Skeleton Warrior
23308,3970,36363385297,6080426,-1,-1,Skeleton,Skeleton Warrior
23309,3972,36396323144,6082817,-1,-1,Skeleton,Skeleton Warrior
23310,3973,36429280875,6085207,-1,-1,Skeleton,Skeleton Warrior
23311,3974,36462258496,6087598,-1,-1,Skeleton,Skeleton Warrior
23312,3975,36495256013,6089989,-1,-1,Skeleton,Skeleton Warrior
23313,3976,36528273432,6092380,-1,-1,Skeleton,Skeleton Warrior
23314,3978,36561310759,6094771,-1,-1,Skeleton,Skeleton Warrior
23315,3979,36594368000,6097163,-1,-1,Skeleton,Skeleton Warrior
23316,3980,36627445161,6099555,-1,-1,Skeleton,Skeleton Warrior
23317,3981,36660542248,6101947,-1,-1,Skeleton,Skeleton Warrior
23318,3982,36693659267,6104339,-1,-1,Skeleton,Skeleton Warrior
23319,3984,36726796224,6106732,-1,-1,Skeleton,Skeleton Warrior
23320,3985,36759953125,6109124,-1,-1,Skeleton,Skeleton Warrior
23321,3986,36793129976,6111517,-1,-1,Skeleton,Skeleton Warrior
23322,3987,36826326783,6113910,-1,-1,Skeleton,Skeleton Warrior
23323,3988,36859543552,6116304,-1,-1,Skeleton,Skeleton Warrior
23324,3990,36892780289,6118697,-1,-1,Skeleton,Skeleton Warrior
23325,3991,36926037000,6121091,-1,-1,Skeleton,Skeleton Warrior
23326,3992,36959313691,6123485,-1,-1,Skeleton,Skeleton Wizard
23327,3993,36992610368,6125879,-1,-1,Skeleton,Skeleton Wizard
23328,3994,37025927037,6128274,-1,-1,Skeleton,Skeleton Wizard
23329,3996,37059263704,6130668,-1,-1,Skeleton,Skeleton Wizard
23330,3997,37092620375,6133063,-1,-1,Skeleton,Skeleton Wizard
23331,3998,37125997056,6135458,-1,-1,Skeleton,Skeleton Wizard
23332,3999,37159393753,6137854,-1,-1,Skeleton,Skeleton Wizard
23333,4000,37192810472,6140249,-1,-1,Skeleton,Skeleton Wizard
23334,4002,37226247219,6142645,-1,-1,Skeleton,Skeleton Wizard
23335,4003,37259704000,6145041,-1,-1,Skeleton,Skeleton Wizard
23336,4004,37293180821,6147437,-1,-1,Skeleton,Skeleton Wizard
23337,4005,37326677688,6149833,-1,-1,Skeleton,Skeleton Wizard
23338,4006,37360194607,6152230,-1,-1,Skeleton,Skeleton Wizard
23339,4008,37393731584,6154627,-1,-1,Skeleton,Skeleton Wizard
23340,4009,37427288625,6157024,-1,-1,Skeleton,Skeleton Wizard
23341,4010,37460865736,6159421,-1,-1,Skeleton,Skeleton Wizard
23342,4011,37494462923,6161818,-1,-1,Skeleton,Skeleton Wizard
23343,4012,37528080192,6164216,-1,-1,Skeleton,Skeleton Wizard
23344,4014,37561717549,6166614,-1,-1,Skeleton,Skeleton Wizard
23345,4015,37595375000,6169012,-1,-1,Skeleton,Skeleton Wizard
23346,4016,37629052551,6171410,-1,-1,Skeleton,Skeleton Wizard
23347,4017,37662750208,6173809,-1,-1,Skeleton,Skeleton Wizard
23348,4018,37696467977,6176207,-1,-1,Skeleton,Skeleton Wizard
23349,4020,37730205864,6178606,-1,-1,Skeleton,Skeleton Wizard
23350,4021,37763963875,6181005,-1,-1,Skeleton,Skeleton Wizard
23351,4022,37797742016,6183405,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23352,4023,37831540293,6185804,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23353,4024,37865358712,6188204,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23354,4026,37899197279,6190604,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23355,4027,37933056000,6193005,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23356,4028,37966934881,6195405,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23357,4029,38000833928,6197806,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23358,4030,38034753147,6200207,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23359,4032,38068692544,6202608,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23360,4033,38102652125,6205009,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23361,4034,38136631896,6207410,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23362,4035,38170631863,6209812,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23363,4036,38204652032,6212214,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23364,4038,38238692409,6214616,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23365,4039,38272753000,6217019,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23366,4040,38306833811,6219421,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23367,4041,38340934848,6221824,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23368,4042,38375056117,6224227,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23369,4044,38409197624,6226630,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23370,4045,38443359375,6229034,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23371,4046,38477541376,6231437,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23372,4047,38511743633,6233841,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23373,4048,38545966152,6236245,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23374,4050,38580208939,6238650,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23375,4051,38614472000,6241054,-1,-1,Skeleton (RPC) Warrior,Ghast (Spoopy)
23376,4052,38648755341,6243459,-1,-1,Bat,Earth Sprite
23377,4053,38683058968,6245864,-1,-1,Bat,Earth Sprite
23378,4054,38717382887,6248269,-1,-1,Bat,Earth Sprite
23379,4056,38751727104,6250674,-1,-1,Bat,Earth Sprite
23380,4057,38786091625,6253080,-1,-1,Bat,Earth Sprite
23381,4058,38820476456,6255486,-1,-1,Bat,Earth Sprite
23382,4059,38854881603,6257892,-1,-1,Bat,Earth Sprite
23383,4060,38889307072,6260298,-1,-1,Bat,Earth Sprite
23384,4062,38923752869,6262705,-1,-1,Bat,Earth Sprite
23385,4063,38958219000,6265111,-1,-1,Bat,Earth Sprite
23386,4064,38992705471,6267518,-1,-1,Bat,Earth Sprite
23387,4065,39027212288,6269925,-1,-1,Bat,Earth Sprite
23388,4066,39061739457,6272332,-1,-1,Bat,Earth Sprite
23389,4068,39096286984,6274740,-1,-1,Bat,Earth Sprite
23390,4069,39130854875,6277148,-1,-1,Bat,Earth Sprite
23391,4070,39165443136,6279556,-1,-1,Bat,Earth Sprite
23392,4071,39200051773,6281964,-1,-1,Bat,Earth Sprite
23393,4072,39234680792,6284372,-1,-1,Bat,Earth Sprite
23394,4074,39269330199,6286781,-1,-1,Bat,Earth Sprite
23395,4075,39304000000,6289190,-1,-1,Bat,Earth Sprite
23396,4076,39338690201,6291599,-1,-1,Bat,Earth Sprite
23397,4077,39373400808,6294008,-1,-1,Bat,Earth Sprite
23398,4078,39408131827,6296417,-1,-1,Bat,Earth Sprite
23399,4080,39442883264,6298827,-1,-1,Bat,Earth Sprite
23400,4081,39477655125,6301237,-1,-1,Bat,Earth Sprite
23401,4082,39512447416,6303647,-1,-1,Ghast (Mad),Snake
23402,4083,39547260143,6306057,-1,-1,Ghast (Mad),Snake
23403,4084,39582093312,6308467,-1,-1,Ghast (Mad),Snake
23404,4086,39616946929,6310878,-1,-1,Ghast (Mad),Snake
23405,4087,39651821000,6313289,-1,-1,Ghast (Mad),Snake
23406,4088,39686715531,6315700,-1,-1,Ghast (Mad),Snake
23407,4089,39721630528,6318112,-1,-1,Ghast (Mad),Snake
23408,4090,39756565997,6320523,-1,-1,Ghast (Mad),Snake
23409,4092,39791521944,6322935,-1,-1,Ghast (Mad),Snake
23410,4093,39826498375,6325347,-1,-1,Ghast (Mad),Snake
23411,4094,39861495296,6327759,-1,-1,Ghast (Mad),Snake
23412,4095,39896512713,6330171,-1,-1,Ghast (Mad),Snake
23413,4096,39931550632,6332584,-1,-1,Ghast (Mad),Snake
23414,4098,39966609059,6334997,-1,-1,Ghast (Mad),Snake
23415,4099,40001688000,6337410,-1,-1,Ghast (Mad),Snake
23416,4100,40036787461,6339823,-1,-1,Ghast (Mad),Snake
23417,4101,40071907448,6342237,-1,-1,Ghast (Mad),Snake
23418,4102,40107047967,6344650,-1,-1,Ghast (Mad),Snake
23419,4104,40142209024,6347064,-1,-1,Ghast (Mad),Snake
23420,4105,40177390625,6349478,-1,-1,Ghast (Mad),Snake
23421,4106,40212592776,6351893,-1,-1,Ghast (Mad),Snake
23422,4107,40247815483,6354307,-1,-1,Ghast (Mad),Snake
23423,4108,40283058752,6356722,-1,-1,Ghast (Mad),Snake
23424,4110,40318322589,6359137,-1,-1,Ghast (Mad),Snake
23425,4111,40353607000,6361552,-1,-1,Ghast (Mad),Snake
23426,4112,40388911991,6363967,-1,-1,Slime (Yellow),Slime (Grey)
23427,4113,40424237568,6366383,-1,-1,Slime (Yellow),Slime (Grey)
23428,4114,40459583737,6368799,-1,-1,Slime (Yellow),Slime (Grey)
23429,4116,40494950504,6371215,-1,-1,Slime (Yellow),Slime (Grey)
23430,4117,40530337875,6373631,-1,-1,Slime (Yellow),Slime (Grey)
23431,4118,40565745856,6376047,-1,-1,Slime (Yellow),Slime (Grey)
23432,4119,40601174453,6378464,-1,-1,Slime (Yellow),Slime (Grey)
23433,4120,40636623672,6380881,-1,-1,Slime (Yellow),Slime (Grey)
23434,4122,40672093519,6383298,-1,-1,Slime (Yellow),Slime (Grey)
23435,4123,40707584000,6385715,-1,-1,Slime (Yellow),Slime (Grey)
23436,4124,40743095121,6388133,-1,-1,Slime (Yellow),Slime (Grey)
23437,4125,40778626888,6390550,-1,-1,Slime (Yellow),Slime (Grey)
23438,4126,40814179307,6392968,-1,-1,Slime (Yellow),Slime (Grey)
23439,4128,40849752384,6395386,-1,-1,Slime (Yellow),Slime (Grey)
23440,4129,40885346125,6397805,-1,-1,Slime (Yellow),Slime (Grey)
23441,4130,40920960536,6400223,-1,-1,Slime (Yellow),Slime (Grey)
23442,4131,40956595623,6402642,-1,-1,Slime (Yellow),Slime (Grey)
23443,4132,40992251392,6405061,-1,-1,Slime (Yellow),Slime (Grey)
23444,4134,41027927849,6407480,-1,-1,Slime (Yellow),Slime (Grey)
23445,4135,41063625000,6409900,-1,-1,Slime (Yellow),Slime (Grey)
23446,4136,41099342851,6412319,-1,-1,Slime (Yellow),Slime (Grey)
23447,4137,41135081408,6414739,-1,-1,Slime (Yellow),Slime (Grey)
23448,4138,41170840677,6417159,-1,-1,Slime (Yellow),Slime (Grey)
23449,4140,41206620664,6419579,-1,-1,Slime (Yellow),Slime (Grey)
23450,4141,41242421375,6422000,-1,-1,Slime (Yellow),Slime (Grey)
23451,4142,41278242816,6424420,-1,-1,Goblin Thug (Green),Snake
23452,4143,41314084993,6426841,-1,-1,Goblin Thug (Green),Snake
23453,4144,41349947912,6429262,-1,-1,Goblin Thug (Green),Snake
23454,4146,41385831579,6431683,-1,-1,Goblin Thug (Green),Snake
23455,4147,41421736000,6434105,-1,-1,Goblin Thug (Green),Snake
23456,4148,41457661181,6436527,-1,-1,Goblin Thug (Green),Snake
23457,4149,41493607128,6438949,-1,-1,Goblin Thug (Green),Snake
23458,4150,41529573847,6441371,-1,-1,Goblin Thug (Green),Snake
23459,4152,41565561344,6443793,-1,-1,Goblin Thug (Green),Snake
23460,4153,41601569625,6446216,-1,-1,Goblin Thug (Green),Snake
23461,4154,41637598696,6448638,-1,-1,Goblin Thug (Green),Snake
23462,4155,41673648563,6451061,-1,-1,Goblin Thug (Green),Snake
23463,4156,41709719232,6453484,-1,-1,Goblin Thug (Green),Snake
23464,4158,41745810709,6455908,-1,-1,Goblin Thug (Green),Snake
23465,4159,41781923000,6458331,-1,-1,Goblin Thug (Green),Snake
23466,4160,41818056111,6460755,-1,-1,Goblin Thug (Green),Snake
23467,4161,41854210048,6463179,-1,-1,Goblin Thug (Green),Snake
23468,4162,41890384817,6465603,-1,-1,Goblin Thug (Green),Snake
23469,4164,41926580424,6468028,-1,-1,Goblin Thug (Green),Snake
23470,4165,41962796875,6470452,-1,-1,Goblin Thug (Green),Snake
23471,4166,41999034176,6472877,-1,-1,Goblin Thug (Green),Snake
23472,4167,42035292333,6475302,-1,-1,Goblin Thug (Green),Snake
23473,4168,42071571352,6477728,-1,-1,Goblin Thug (Green),Snake
23474,4170,42107871239,6480153,-1,-1,Goblin Thug (Green),Snake
23475,4171,42144192000,6482579,-1,-1,Goblin Thug (Green),Snake
23476,4172,42180533641,6485005,-1,-1,Ghoul,Bat
23477,4173,42216896168,6487431,-1,-1,Ghoul,Bat
23478,4174,42253279587,6489857,-1,-1,Ghoul,Bat
23479,4176,42289683904,6492284,-1,-1,Ghoul,Bat
23480,4177,42326109125,6494710,-1,-1,Ghoul,Bat
23481,4178,42362555256,6497137,-1,-1,Ghoul,Bat
23482,4179,42399022303,6499564,-1,-1,Ghoul,Bat
23483,4180,42435510272,6501992,-1,-1,Ghoul,Bat
23484,4182,42472019169,6504419,-1,-1,Ghoul,Bat
23485,4183,42508549000,6506847,-1,-1,Ghoul,Bat
23486,4184,42545099771,6509275,-1,-1,Ghoul,Bat
23487,4185,42581671488,6511703,-1,-1,Ghoul,Bat
23488,4186,42618264157,6514132,-1,-1,Ghoul,Bat
23489,4188,42654877784,6516560,-1,-1,Ghoul,Bat
23490,4189,42691512375,6518989,-1,-1,Ghoul,Bat
23491,4190,42728167936,6521418,-1,-1,Ghoul,Bat
23492,4191,42764844473,6523847,-1,-1,Ghoul,Bat
23493,4192,42801541992,6526277,-1,-1,Ghoul,Bat
23494,4194,42838260499,6528707,-1,-1,Ghoul,Bat
23495,4195,42875000000,6531136,-1,-1,Ghoul,Bat
23496,4196,42911760501,6533567,-1,-1,Ghoul,Bat
23497,4197,42948542008,6535997,-1,-1,Ghoul,Bat
23498,4198,42985344527,6538427,-1,-1,Ghoul,Bat
23499,4200,43022168064,6540858,-1,-1,Ghoul,Bat
23500,4201,43059012625,6543289,-1,-1,Ghoul,Bat
23501,4202,43095878216,6545720,-1,-1,Ghoul,Fire Sprite
23502,4203,43132764843,6548151,-1,-1,Ghoul,Fire Sprite
23503,4204,43169672512,6550583,-1,-1,Ghoul,Fire Sprite
23504,4206,43206601229,6553015,-1,-1,Ghoul,Fire Sprite
23505,4207,43243551000,6555447,-1,-1,Ghoul,Fire Sprite
23506,4208,43280521831,6557879,-1,-1,Ghoul,Fire Sprite
23507,4209,43317513728,6560311,-1,-1,Ghoul,Fire Sprite
23508,4210,43354526697,6562744,-1,-1,Ghoul,Fire Sprite
23509,4212,43391560744,6565176,-1,-1,Ghoul,Fire Sprite
23510,4213,43428615875,6567609,-1,-1,Ghoul,Fire Sprite
23511,4214,43465692096,6570043,-1,-1,Ghoul,Fire Sprite
23512,4215,43502789413,6572476,-1,-1,Ghoul,Fire Sprite
23513,4216,43539907832,6574910,-1,-1,Ghoul,Fire Sprite
23514,4218,43577047359,6577344,-1,-1,Ghoul,Fire Sprite
23515,4219,43614208000,6579778,-1,-1,Ghoul,Fire Sprite
23516,4220,43651389761,6582212,-1,-1,Ghoul,Fire Sprite
23517,4221,43688592648,6584646,-1,-1,Ghoul,Fire Sprite
23518,4222,43725816667,6587081,-1,-1,Ghoul,Fire Sprite
23519,4224,43763061824,6589516,-1,-1,Ghoul,Fire Sprite
23520,4225,43800328125,6591951,-1,-1,Ghoul,Fire Sprite
23521,4226,43837615576,6594386,-1,-1,Ghoul,Fire Sprite
23522,4227,43874924183,6596822,-1,-1,Ghoul,Fire Sprite
23523,4228,43912253952,6599257,-1,-1,Ghoul,Fire Sprite
23524,4230,43949604889,6601693,-1,-1,Ghoul,Fire Sprite
23525,4231,43986977000,6604129,-1,-1,Ghoul,Fire Sprite
23526,4232,44024370291,6606566,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23527,4233,44061784768,6609002,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23528,4234,44099220437,6611439,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23529,4236,44136677304,6613876,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23530,4237,44174155375,6616313,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23531,4238,44211654656,6618750,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23532,4239,44249175153,6621188,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23533,4240,44286716872,6623626,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23534,4242,44324279819,6626064,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23535,4243,44361864000,6628502,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23536,4244,44399469421,6630940,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23537,4245,44437096088,6633379,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23538,4246,44474744007,6635818,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23539,4248,44512413184,6638257,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23540,4249,44550103625,6640696,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23541,4250,44587815336,6643135,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23542,4251,44625548323,6645575,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23543,4252,44663302592,6648015,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23544,4254,44701078149,6650455,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23545,4255,44738875000,6652895,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23546,4256,44776693151,6655335,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23547,4257,44814532608,6657776,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23548,4258,44852393377,6660217,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23549,4260,44890275464,6662658,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23550,4261,44928178875,6665099,-1,-1,Skeleton (RPC) Warrior,Slime (Blue)
23551,4262,44966103616,6667541,-1,-1,Slime (Blue),Goblin Thug (Blue)
23552,4263,45004049693,6669982,-1,-1,Slime (Blue),Goblin Thug (Blue)
23553,4264,45042017112,6672424,-1,-1,Slime (Blue),Goblin Thug (Blue)
23554,4266,45080005879,6674866,-1,-1,Slime (Blue),Goblin Thug (Blue)
23555,4267,45118016000,6677309,-1,-1,Slime (Blue),Goblin Thug (Blue)
23556,4268,45156047481,6679751,-1,-1,Slime (Blue),Goblin Thug (Blue)
23557,4269,45194100328,6682194,-1,-1,Slime (Blue),Goblin Thug (Blue)
23558,4270,45232174547,6684637,-1,-1,Slime (Blue),Goblin Thug (Blue)
23559,4272,45270270144,6687080,-1,-1,Slime (Blue),Goblin Thug (Blue)
23560,4273,45308387125,6689523,-1,-1,Slime (Blue),Goblin Thug (Blue)
23561,4274,45346525496,6691967,-1,-1,Slime (Blue),Goblin Thug (Blue)
23562,4275,45384685263,6694411,-1,-1,Slime (Blue),Goblin Thug (Blue)
23563,4276,45422866432,6696855,-1,-1,Slime (Blue),Goblin Thug (Blue)
23564,4278,45461069009,6699299,-1,-1,Slime (Blue),Goblin Thug (Blue)
23565,4279,45499293000,6701743,-1,-1,Slime (Blue),Goblin Thug (Blue)
23566,4280,45537538411,6704188,-1,-1,Slime (Blue),Goblin Thug (Blue)
23567,4281,45575805248,6706633,-1,-1,Slime (Blue),Goblin Thug (Blue)
23568,4282,45614093517,6709078,-1,-1,Slime (Blue),Goblin Thug (Blue)
23569,4284,45652403224,6711523,-1,-1,Slime (Blue),Goblin Thug (Blue)
23570,4285,45690734375,6713968,-1,-1,Slime (Blue),Goblin Thug (Blue)
23571,4286,45729086976,6716414,-1,-1,Slime (Blue),Goblin Thug (Blue)
23572,4287,45767461033,6718860,-1,-1,Slime (Blue),Goblin Thug (Blue)
23573,4288,45805856552,6721306,-1,-1,Slime (Blue),Goblin Thug (Blue)
23574,4290,45844273539,6723752,-1,-1,Slime (Blue),Goblin Thug (Blue)
23575,4291,45882712000,6726198,-1,-1,Slime (Blue),Goblin Thug (Blue)
23576,4292,45921171941,6728645,-1,-1,Earth Sprite,Snake
23577,4293,45959653368,6731092,-1,-1,Earth Sprite,Snake
23578,4294,45998156287,6733539,-1,-1,Earth Sprite,Snake
23579,4296,46036680704,6735986,-1,-1,Earth Sprite,Snake
23580,4297,46075226625,6738434,-1,-1,Earth Sprite,Snake
23581,4298,46113794056,6740881,-1,-1,Earth Sprite,Snake
23582,4299,46152383003,6743329,-1,-1,Earth Sprite,Snake
23583,4300,46190993472,6745777,-1,-1,Earth Sprite,Snake
23584,4302,46229625469,6748225,-1,-1,Earth Sprite,Snake
23585,4303,46268279000,6750674,-1,-1,Earth Sprite,Snake
23586,4304,46306954071,6753123,-1,-1,Earth Sprite,Snake
23587,4305,46345650688,6755571,-1,-1,Earth Sprite,Snake
23588,4306,46384368857,6758021,-1,-1,Earth Sprite,Snake
23589,4308,46423108584,6760470,-1,-1,Earth Sprite,Snake
23590,4309,46461869875,6762919,-1,-1,Earth Sprite,Snake
23591,4310,46500652736,6765369,-1,-1,Earth Sprite,Snake
23592,4311,46539457173,6767819,-1,-1,Earth Sprite,Snake
23593,4312,46578283192,6770269,-1,-1,Earth Sprite,Snake
23594,4314,46617130799,6772719,-1,-1,Earth Sprite,Snake
23595,4315,46656000000,6775170,-1,-1,Earth Sprite,Snake
23596,4316,46694890801,6777621,-1,-1,Earth Sprite,Snake
23597,4317,46733803208,6780072,-1,-1,Earth Sprite,Snake
23598,4318,46772737227,6782523,-1,-1,Earth Sprite,Snake
23599,4320,46811692864,6784974,-1,-1,Earth Sprite,Snake
23600,4321,46850670125,6787426,-1,-1,Earth Sprite,Snake
23601,4322,46889669016,6789877,-1,-1,Ghast (Mad),Skeleton
23602,4323,46928689543,6792329,-1,-1,Ghast (Mad),Skeleton
23603,4324,46967731712,6794782,-1,-1,Ghast (Mad),Skeleton
23604,4326,47006795529,6797234,-1,-1,Ghast (Mad),Skeleton
23605,4327,47045881000,6799686,-1,-1,Ghast (Mad),Skeleton
23606,4328,47084988131,6802139,-1,-1,Ghast (Mad),Skeleton
23607,4329,47124116928,6804592,-1,-1,Ghast (Mad),Skeleton
23608,4330,47163267397,6807045,-1,-1,Ghast (Mad),Skeleton
23609,4332,47202439544,6809499,-1,-1,Ghast (Mad),Skeleton
23610,4333,47241633375,6811952,-1,-1,Ghast (Mad),Skeleton
23611,4334,47280848896,6814406,-1,-1,Ghast (Mad),Skeleton
23612,4335,47320086113,6816860,-1,-1,Ghast (Mad),Skeleton
23613,4336,47359345032,6819314,-1,-1,Ghast (Mad),Skeleton
23614,4338,47398625659,6821769,-1,-1,Ghast (Mad),Skeleton
23615,4339,47437928000,6824223,-1,-1,Ghast (Mad),Skeleton
23616,4340,47477252061,6826678,-1,-1,Ghast (Mad),Skeleton
23617,4341,47516597848,6829133,-1,-1,Ghast (Mad),Skeleton
23618,4342,47555965367,6831588,-1,-1,Ghast (Mad),Skeleton
23619,4344,47595354624,6834044,-1,-1,Ghast (Mad),Skeleton
23620,4345,47634765625,6836500,-1,-1,Ghast (Mad),Skeleton
23621,4346,47674198376,6838955,-1,-1,Ghast (Mad),Skeleton
23622,4347,47713652883,6841411,-1,-1,Ghast (Mad),Skeleton
23623,4348,47753129152,6843868,-1,-1,Ghast (Mad),Skeleton
23624,4350,47792627189,6846324,-1,-1,Ghast (Mad),Skeleton
23625,4351,47832147000,6848781,-1,-1,Ghast (Mad),Skeleton
23626,4352,47871688591,6851238,-1,-1,Skeleton Warrior,Skeleton Wizard
23627,4353,47911251968,6853695,-1,-1,Skeleton Warrior,Skeleton Wizard
23628,4354,47950837137,6856152,-1,-1,Skeleton Warrior,Skeleton Wizard
23629,4356,47990444104,6858609,-1,-1,Skeleton Warrior,Skeleton Wizard
23630,4357,48030072875,6861067,-1,-1,Skeleton Warrior,Skeleton Wizard
23631,4358,48069723456,6863525,-1,-1,Skeleton Warrior,Skeleton Wizard
23632,4359,48109395853,6865983,-1,-1,Skeleton Warrior,Skeleton Wizard
23633,4360,48149090072,6868441,-1,-1,Skeleton Warrior,Skeleton Wizard
23634,4362,48188806119,6870900,-1,-1,Skeleton Warrior,Skeleton Wizard
23635,4363,48228544000,6873358,-1,-1,Skeleton Warrior,Skeleton Wizard
23636,4364,48268303721,6875817,-1,-1,Skeleton Warrior,Skeleton Wizard
