Monsterid,Damage,Health,GoldValue,DiaValue,Reward1,Reward1Value,Asset
30930,1410,9156719036969,17261320,93500,-1,-1,Assassin
30931,1411,9156725088984,17298500,-1,-1,-1,Assassin
30932,1413,9156731141002,17335720,-1,-1,-1,Assassin
30933,1414,9156737193021,17372980,-1,-1,-1,Assassin
30934,1416,9551248630296,17410280,-1,-1,-1,Assassin
30935,1417,9551254811316,17447620,94000,-1,-1,Assassin
30936,1419,9551260992338,17485000,-1,-1,-1,Assassin
30937,1420,9551267173362,17522420,-1,-1,-1,Assassin
30938,1422,9551273354388,17559880,-1,-1,-1,Assassin
30939,1423,9551279535416,17597380,-1,-1,-1,Assassin
30940,1425,9551285716446,17634920,94500,-1,-1,Assassin
30941,1426,9959281489834,17672500,-1,-1,-1,Assassin
30942,1428,9959287801501,17710120,-1,-1,-1,Assassin
30943,1429,9959294113170,17747780,-1,-1,-1,Assassin
30944,1431,9959300424841,17785480,-1,-1,-1,Assassin
30945,1432,9959306736514,17823220,95000,-1,-1,Assassin
30946,1434,9959313048189,17861000,-1,-1,-1,Assassin
30947,1435,9959319359865,17898820,-1,-1,-1,Assassin
30948,1437,10381142232484,17936680,-1,-1,-1,Assassin
30949,1438,10381148676441,17974580,-1,-1,-1,Assassin
30950,1440,10381155120400,18012520,95500,-1,-1,Assassin
30951,1441,10381161564361,18050500,-1,-1,-1,Skeleton
30952,1443,10381168008324,18088520,-1,-1,-1,Skeleton
30953,1444,10381174452289,18126580,-1,-1,-1,Skeleton
30954,1446,10381180896256,18164680,-1,-1,-1,Skeleton
30955,1447,10817179391346,18202820,96000,-1,-1,Skeleton
30956,1449,10817185969243,18241000,-1,-1,-1,Skeleton
30957,1450,10817192547142,18279220,-1,-1,-1,Skeleton
30958,1452,10817199125043,18317480,-1,-1,-1,Skeleton
30959,1453,10817205702946,18355780,-1,-1,-1,Skeleton
30960,1455,10817212280851,18394120,96500,-1,-1,Skeleton
30961,1456,10817218858758,18432500,-1,-1,-1,Skeleton
30962,1458,11267747307682,18470920,-1,-1,-1,Skeleton
30963,1459,11267754021176,18509380,-1,-1,-1,Skeleton
30964,1461,11267760734672,18547880,-1,-1,-1,Skeleton
30965,1462,11267767448170,18586420,97000,-1,-1,Skeleton
30966,1464,11267774161671,18625000,-1,-1,-1,Skeleton
30967,1465,11267780875173,18663620,-1,-1,-1,Skeleton
30968,1467,11267787588677,18702280,-1,-1,-1,Skeleton
30969,1468,11733206178921,18740980,-1,-1,-1,Skeleton
30970,1470,11733213029676,18779720,97500,-1,-1,Skeleton
30971,1471,11733219880432,18818500,-1,-1,-1,Skeleton
30972,1473,11733226731191,18857320,-1,-1,-1,Skeleton
30973,1474,11733233581951,18896180,-1,-1,-1,Skeleton
30974,1476,11733240432714,18935080,-1,-1,-1,Skeleton
30975,1477,11733247283479,18974020,98000,-1,-1,Skeleton
30976,1479,12213922106652,19013000,-1,-1,-1,Skeleton2
30977,1480,12213929096337,19052020,-1,-1,-1,Skeleton2
30978,1482,12213936086025,19091080,-1,-1,-1,Skeleton2
30979,1483,12213943075714,19130180,-1,-1,-1,Skeleton2
30980,1485,12213950065405,19169320,98500,-1,-1,Skeleton2
30981,1486,12213957055099,19208500,-1,-1,-1,Skeleton2
30982,1488,12213964044794,19247720,-1,-1,-1,Skeleton2
30983,1489,12710267144625,19286980,-1,-1,-1,Skeleton2
30984,1491,12710274274919,19326280,-1,-1,-1,Skeleton2
30985,1492,12710281405214,19365620,99000,-1,-1,Skeleton2
30986,1494,12710288535511,19405000,-1,-1,-1,Skeleton2
30987,1495,12710295665811,19444420,-1,-1,-1,Skeleton2
30988,1497,12710302796112,19483880,-1,-1,-1,Skeleton2
30989,1498,12710309926415,19523380,-1,-1,-1,Skeleton2
30990,1500,13222619346755,19562920,99500,-1,-1,Skeleton2
30991,1501,13222626619340,19602500,-1,-1,-1,Skeleton2
30992,1503,13222633891927,19642120,-1,-1,-1,Skeleton2
30993,1504,13222641164516,19681780,-1,-1,-1,Skeleton2
30994,1506,13222648437107,19721480,-1,-1,-1,Skeleton2
30995,1507,13222655709700,19761220,100000,-1,-1,Skeleton2
30996,1509,13222662982295,19801000,-1,-1,-1,Skeleton2
30997,1510,13751362815115,19840820,-1,-1,-1,Skeleton2
30998,1512,13751370231682,19880680,-1,-1,-1,Skeleton2
30999,1513,13751377648251,19920580,-1,-1,-1,Skeleton2
31000,1515,13751385064822,19960520,100500,-1,-1,Skeleton2
31001,1516,13751392481395,20000500,-1,-1,-1,MageSkeletonWithShield
31002,1518,13751399897970,20040520,-1,-1,-1,MageSkeletonWithShield
31003,1519,13751407314547,20080580,-1,-1,-1,MageSkeletonWithShield
31004,1521,14296887747938,20120680,-1,-1,-1,MageSkeletonWithShield
31005,1522,14296895310184,20160820,101000,-1,-1,MageSkeletonWithShield
31006,1524,14296902872432,20201000,-1,-1,-1,MageSkeletonWithShield
31007,1525,14296910434682,20241220,-1,-1,-1,MageSkeletonWithShield
31008,1527,14296917996934,20281480,-1,-1,-1,MageSkeletonWithShield
31009,1528,14296925559189,20321780,-1,-1,-1,MageSkeletonWithShield
31010,1530,14296933121445,20362120,101500,-1,-1,MageSkeletonWithShield
31011,1531,14859590487618,20402500,-1,-1,-1,MageSkeletonWithShield
31012,1533,14859598197247,20442920,-1,-1,-1,MageSkeletonWithShield
31013,1534,14859605906878,20483380,-1,-1,-1,MageSkeletonWithShield
31014,1536,14859613616511,20523880,-1,-1,-1,MageSkeletonWithShield
31015,1537,14859621326146,20564420,102000,-1,-1,MageSkeletonWithShield
31016,1539,14859629035782,20605000,-1,-1,-1,MageSkeletonWithShield
31017,1540,14859636745421,20645620,-1,-1,-1,MageSkeletonWithShield
31018,1542,15439873568707,20686280,-1,-1,-1,MageSkeletonWithShield
31019,1543,15439881427429,20726980,-1,-1,-1,MageSkeletonWithShield
31020,1545,15439889286153,20767720,102500,-1,-1,MageSkeletonWithShield
31021,1546,15439897144879,20808500,-1,-1,-1,MageSkeletonWithShield
31022,1548,15439905003607,20849320,-1,-1,-1,MageSkeletonWithShield
31023,1549,15439912862337,20890180,-1,-1,-1,MageSkeletonWithShield
31024,1551,15439920721069,20931080,-1,-1,-1,MageSkeletonWithShield
31025,1552,16038145765916,20972020,103000,-1,-1,MageSkeletonWithShield
31026,1554,16038153775448,21013000,-1,-1,-1,SkeletonWithShield
31027,1555,16038161784982,21054020,-1,-1,-1,SkeletonWithShield
31028,1557,16038169794517,21095080,-1,-1,-1,SkeletonWithShield
31029,1558,16038177804055,21136180,-1,-1,-1,SkeletonWithShield
31030,1560,16038185813595,21177320,103500,-1,-1,SkeletonWithShield
31031,1561,16038193823137,21218500,-1,-1,-1,SkeletonWithShield
31032,1563,16654822142113,21259720,-1,-1,-1,SkeletonWithShield
31033,1564,16654830304178,21300980,-1,-1,-1,SkeletonWithShield
31034,1566,16654838466245,21342280,-1,-1,-1,SkeletonWithShield
31035,1567,16654846628314,21383620,104000,-1,-1,SkeletonWithShield
31036,1569,16654854790385,21425000,-1,-1,-1,SkeletonWithShield
31037,1570,16654862952458,21466420,-1,-1,-1,SkeletonWithShield
31038,1572,16654871114533,21507880,-1,-1,-1,SkeletonWithShield
31039,1573,17290324096324,21549380,-1,-1,-1,SkeletonWithShield
31040,1575,17290332412652,21590920,104500,-1,-1,SkeletonWithShield
31041,1576,17290340728982,21632500,-1,-1,-1,SkeletonWithShield
31042,1578,17290349045314,21674120,-1,-1,-1,SkeletonWithShield
31043,1579,17290357361648,21715780,-1,-1,-1,SkeletonWithShield
31044,1581,17290365677984,21757480,-1,-1,-1,SkeletonWithShield
31045,1582,17290373994322,21799220,105000,-1,-1,SkeletonWithShield
31046,1584,17945079411731,21841000,-1,-1,-1,SkeletonWithShield
31047,1585,17945087884058,21882820,-1,-1,-1,SkeletonWithShield
31048,1587,17945096356388,21924680,-1,-1,-1,SkeletonWithShield
31049,1588,17945104828719,21966580,-1,-1,-1,SkeletonWithShield
31050,1590,17945113301053,22008520,105500,-1,-1,SkeletonWithShield
31051,1591,17945121773388,22050500,-1,-1,-1,Spider2
31052,1593,17945130245726,22092520,-1,-1,-1,Spider2
31053,1594,18619522303672,22134580,-1,-1,-1,Spider2
31054,1596,18619530933741,22176680,-1,-1,-1,Spider2
31055,1597,18619539563813,22218820,106000,-1,-1,Spider2
31056,1599,18619548193887,22261000,-1,-1,-1,Spider2
31057,1600,18619556823963,22303220,-1,-1,-1,Spider2
31058,1602,18619565454041,22345480,-1,-1,-1,Spider2
31059,1603,18619574084121,22387780,-1,-1,-1,Spider2
31060,1605,19314093467640,22430120,106500,-1,-1,Spider2
31061,1606,19314102257202,22472500,-1,-1,-1,Spider2
31062,1608,19314111046765,22514920,-1,-1,-1,Spider2
31063,1609,19314119836331,22557380,-1,-1,-1,Spider2
31064,1611,19314128625898,22599880,-1,-1,-1,Spider2
31065,1612,19314137415468,22642420,107000,-1,-1,Spider2
31066,1614,19314146205039,22685000,-1,-1,-1,Spider2
31067,1615,20029240127286,22727620,-1,-1,-1,Spider2
31068,1617,20029249078095,22770280,-1,-1,-1,Spider2
31069,1618,20029258028906,22812980,-1,-1,-1,Spider2
31070,1620,20029266979718,22855720,107500,-1,-1,Spider2
31071,1621,20029275930533,22898500,-1,-1,-1,Spider2
31072,1623,20029284881350,22941320,-1,-1,-1,Spider2
31073,1624,20029293832169,22984180,-1,-1,-1,Spider2
31074,1626,20765416082411,23027080,-1,-1,-1,Spider2
31075,1627,20765425196229,23070020,108000,-1,-1,Spider2
31076,1629,20765434310050,23113000,-1,-1,-1,BigWorm2
31077,1630,20765443423872,23156020,-1,-1,-1,BigWorm2
31078,1632,20765452537696,23199080,-1,-1,-1,BigWorm2
31079,1633,20765461651522,23242180,-1,-1,-1,BigWorm2
31080,1635,20765470765350,23285320,108500,-1,-1,BigWorm2
31081,1636,21523081756973,23328500,-1,-1,-1,BigWorm2
31082,1638,21523091035569,23371720,-1,-1,-1,BigWorm2
31083,1639,21523100314167,23414980,-1,-1,-1,BigWorm2
31084,1641,21523109592767,23458280,-1,-1,-1,BigWorm2
31085,1642,21523118871369,23501620,109000,-1,-1,BigWorm2
31086,1644,21523128149974,23545000,-1,-1,-1,BigWorm2
31087,1645,21523137428580,23588420,-1,-1,-1,BigWorm2
31088,1647,22302704247082,23631880,-1,-1,-1,BigWorm2
31089,1648,22302713692231,23675380,-1,-1,-1,BigWorm2
31090,1650,22302723137382,23718920,109500,-1,-1,BigWorm2
31091,1651,22302732582534,23762500,-1,-1,-1,BigWorm2
31092,1653,22302742027689,23806120,-1,-1,-1,BigWorm2
31093,1654,22302751472846,23849780,-1,-1,-1,BigWorm2
31094,1656,22302760918005,23893480,-1,-1,-1,BigWorm2
31095,1657,23104757369001,23937220,110000,-1,-1,BigWorm2
31096,1659,23104766982483,23981000,-1,-1,-1,BigWorm2
31097,1660,23104776595968,24024820,-1,-1,-1,BigWorm2
31098,1662,23104786209455,24068680,-1,-1,-1,BigWorm2
31099,1663,23104795822943,24112580,-1,-1,-1,BigWorm2
31100,1665,23104805436434,24156520,110500,-1,-1,BigWorm2
31101,1666,23104815049927,24200500,-1,-1,-1,Assassin
31102,1668,23929721707145,24244520,-1,-1,-1,Assassin
31103,1669,23929731490749,24288580,-1,-1,-1,Assassin
31104,1671,23929741274355,24332680,-1,-1,-1,Assassin
31105,1672,23929751057963,24376820,111000,-1,-1,Assassin
31106,1674,23929760841573,24421000,-1,-1,-1,Assassin
31107,1675,23929770625184,24465220,-1,-1,-1,Assassin
31108,1677,23929780408798,24509480,-1,-1,-1,Assassin
31109,1678,24778084662081,24553780,-1,-1,-1,Assassin
31110,1680,24778094617600,24598120,111500,-1,-1,Assassin
31111,1681,24778104573121,24642500,-1,-1,-1,Assassin
31112,1683,24778114528644,24686920,-1,-1,-1,Assassin
31113,1684,24778124484169,24731380,-1,-1,-1,Assassin
31114,1686,24778134439696,24775880,-1,-1,-1,Assassin
31115,1687,24778144395225,24820420,112000,-1,-1,Assassin
31116,1689,25650340498528,24865000,-1,-1,-1,Assassin
31117,1690,25650350627762,24909620,-1,-1,-1,Assassin
31118,1692,25650360756998,24954280,-1,-1,-1,Assassin
31119,1693,25650370886236,24998980,-1,-1,-1,Assassin
31120,1695,25650381015476,25043720,112500,-1,-1,Assassin
31121,1696,25650391144718,25088500,-1,-1,-1,Assassin
31122,1698,25650401273962,25133320,-1,-1,-1,Assassin
31123,1699,26546990393354,25178180,-1,-1,-1,Assassin
31124,1701,26547000698110,25223080,-1,-1,-1,Assassin
31125,1702,26547011002867,25268020,113000,-1,-1,Assassin
31126,1704,26547021307626,25313000,-1,-1,-1,Assassin
31127,1705,26547031612388,25358020,-1,-1,-1,Assassin
31128,1707,26547041917151,25403080,-1,-1,-1,Assassin
31129,1708,26547052221916,25448180,-1,-1,-1,Assassin
31130,1710,27468542483580,25493320,113500,-1,-1,Assassin
31131,1711,27468552965669,25538500,-1,-1,-1,Assassin
31132,1713,27468563447760,25583720,-1,-1,-1,Assassin
31133,1714,27468573929853,25628980,-1,-1,-1,Assassin
31134,1716,27468584411948,25674280,-1,-1,-1,Assassin
31135,1717,27468594894045,25719620,114000,-1,-1,Assassin
31136,1719,27468605376144,25765000,-1,-1,-1,Assassin
31137,1720,28415511914372,25810420,-1,-1,-1,Assassin
31138,1722,28415522575614,25855880,-1,-1,-1,Assassin
31139,1723,28415533236857,25901380,-1,-1,-1,Assassin
31140,1725,28415543898103,25946920,114500,-1,-1,Assassin
31141,1726,28415554559350,25992500,-1,-1,-1,Assassin
31142,1728,28415565220599,26038120,-1,-1,-1,Assassin
31143,1729,28415575881851,26083780,-1,-1,-1,Assassin
31144,1731,29388420887051,26129480,-1,-1,-1,Assassin
31145,1732,29388431729270,26175220,115000,-1,-1,Assassin
31146,1734,29388442571490,26221000,-1,-1,-1,Assassin
31147,1735,29388453413713,26266820,-1,-1,-1,Assassin
31148,1737,29388464255938,26312680,-1,-1,-1,Assassin
31149,1738,29388475098164,26358580,-1,-1,-1,Assassin
31150,1740,29388485940393,26404520,115500,-1,-1,Assassin
31151,1741,30387798707082,26450500,-1,-1,-1,Mage Skeleton
31152,1743,30387809732109,26496520,-1,-1,-1,Mage Skeleton
31153,1744,30387820757138,26542580,-1,-1,-1,Mage Skeleton
31154,1746,30387831782169,26588680,-1,-1,-1,Mage Skeleton
31155,1747,30387842807202,26634820,116000,-1,-1,Mage Skeleton
31156,1749,30387853832236,26681000,-1,-1,-1,Mage Skeleton
31157,1750,30387864857273,26727220,-1,-1,-1,Mage Skeleton
31158,1752,31414181832081,26773480,-1,-1,-1,Mage Skeleton
31159,1753,31414193041753,26819780,-1,-1,-1,Mage Skeleton
31160,1755,31414204251428,26866120,116500,-1,-1,Mage Skeleton
31161,1756,31414215461104,26912500,-1,-1,-1,Mage Skeleton
31162,1758,31414226670782,26958920,-1,-1,-1,Mage Skeleton
31163,1759,31414237880462,27005380,-1,-1,-1,Mage Skeleton
31164,1761,31414249090144,27051880,-1,-1,-1,Mage Skeleton
31165,1762,32468113919811,27098420,117000,-1,-1,Mage Skeleton
31166,1764,32468125315971,27145000,-1,-1,-1,Mage Skeleton
31167,1765,32468136712134,27191620,-1,-1,-1,Mage Skeleton
31168,1767,32468148108299,27238280,-1,-1,-1,Mage Skeleton
31169,1768,32468159504466,27284980,-1,-1,-1,Mage Skeleton
31170,1770,32468170900634,27331720,117500,-1,-1,Mage Skeleton
31171,1771,32468182296805,27378500,-1,-1,-1,Mage Skeleton
31172,1773,33550145876181,27425320,-1,-1,-1,Mage Skeleton
31173,1774,33550157460680,27472180,-1,-1,-1,Mage Skeleton
31174,1776,33550169045180,27519080,-1,-1,-1,Mage Skeleton
31175,1777,33550180629683,27566020,118000,-1,-1,Mage Skeleton
31176,1779,33550192214187,27613000,-1,-1,-1,Spider1
31177,1780,33550203798694,27660020,-1,-1,-1,Spider1
31178,1782,33550215383202,27707080,-1,-1,-1,Spider1
31179,1783,34660835903249,27754180,-1,-1,-1,Spider1
31180,1785,34660847677941,27801320,118500,-1,-1,Spider1
31181,1786,34660859452635,27848500,-1,-1,-1,Spider1
31182,1788,34660871227331,27895720,-1,-1,-1,Spider1
31183,1789,34660883002028,27942980,-1,-1,-1,Spider1
31184,1791,34660894776728,27990280,-1,-1,-1,Spider1
31185,1792,34660906551430,28037620,119000,-1,-1,Spider1
31186,1794,35800749547218,28085000,-1,-1,-1,Spider1
31187,1795,35800761513965,28132420,-1,-1,-1,Spider1
31188,1797,35800773480713,28179880,-1,-1,-1,Spider1
31189,1798,35800785447464,28227380,-1,-1,-1,Spider1
31190,1800,35800797414216,28274920,119500,-1,-1,Spider1
31191,1801,35800809380971,28322500,-1,-1,-1,Spider1
31192,1803,35800821347727,28370120,-1,-1,-1,Spider1
31193,1804,36970459746438,28417780,-1,-1,-1,Spider1
31194,1806,36970471907107,28465480,-1,-1,-1,Spider1
31195,1807,36970484067777,28513220,120000,-1,-1,Spider1
31196,1809,36970496228450,28561000,-1,-1,-1,Spider1
31197,1810,36970508389125,28608820,-1,-1,-1,Spider1
31198,1812,36970520549801,28656680,-1,-1,-1,Spider1
31199,1813,36970532710480,28704580,-1,-1,-1,Spider1
31200,1815,38170546879402,28752520,120500,-1,-1,Spider1
31201,1816,38170559235867,28800500,-1,-1,-1,Skeleton1
31202,1818,38170571592333,28848520,-1,-1,-1,Skeleton1
31203,1819,38170583948802,28896580,-1,-1,-1,Skeleton1
31204,1821,38170596305272,28944680,-1,-1,-1,Skeleton1
31205,1822,38170608661744,28992820,121000,-1,-1,Skeleton1
31206,1824,38170621018219,29041000,-1,-1,-1,Skeleton1
31207,1825,39401598812752,29089220,-1,-1,-1,Skeleton1
31208,1827,39401611366891,29137480,-1,-1,-1,Skeleton1
31209,1828,39401623921033,29185780,-1,-1,-1,Skeleton1
31210,1830,39401636475176,29234120,121500,-1,-1,Skeleton1
31211,1831,39401649029322,29282500,-1,-1,-1,Skeleton1
31212,1833,39401661583469,29330920,-1,-1,-1,Skeleton1
31213,1834,39401674137619,29379380,-1,-1,-1,Skeleton1
31214,1836,40664210949269,29427880,-1,-1,-1,Skeleton1
31215,1837,40664223702970,29476420,122000,-1,-1,Skeleton1
31216,1839,40664236456672,29525000,-1,-1,-1,Skeleton1
31217,1840,40664249210376,29573620,-1,-1,-1,Skeleton1
31218,1842,40664261964082,29622280,-1,-1,-1,Skeleton1
31219,1843,40664274717791,29670980,-1,-1,-1,Skeleton1
31220,1845,40664287471501,29719720,122500,-1,-1,Skeleton1
31221,1846,41958986275884,29768500,-1,-1,-1,Skeleton1
31222,1848,41958999231037,29817320,-1,-1,-1,Skeleton1
31223,1849,41959012186191,29866180,-1,-1,-1,Skeleton1
31224,1851,41959025141347,29915080,-1,-1,-1,Skeleton1
31225,1852,41959038096506,29964020,123000,-1,-1,Skeleton1
31226,1854,41959051051666,30013000,-1,-1,-1,Skeleton2
31227,1855,41959064006828,30062020,-1,-1,-1,Skeleton2
31228,1857,43286535411669,30111080,-1,-1,-1,Skeleton2
31229,1858,43286548570170,30160180,-1,-1,-1,Skeleton2
31230,1860,43286561728674,30209320,123500,-1,-1,Skeleton2
31231,1861,43286574887180,30258500,-1,-1,-1,Skeleton2
31232,1863,43286588045688,30307720,-1,-1,-1,Skeleton2
31233,1864,43286601204197,30356980,-1,-1,-1,Skeleton2
31234,1866,43286614362709,30406280,-1,-1,-1,Skeleton2
31235,1867,44647476655837,30455620,124000,-1,-1,Skeleton2
31236,1869,44647490019591,30505000,-1,-1,-1,Skeleton2
31237,1870,44647503383347,30554420,-1,-1,-1,Skeleton2
31238,1872,44647516747106,30603880,-1,-1,-1,Skeleton2
31239,1873,44647530110866,30653380,-1,-1,-1,Skeleton2
31240,1875,44647543474629,30702920,124500,-1,-1,Skeleton2
31241,1876,44647556838393,30752500,-1,-1,-1,Skeleton2
31242,1878,46042436035747,30802120,-1,-1,-1,Skeleton2
31243,1879,46042449606663,30851780,-1,-1,-1,Skeleton2
31244,1881,46042463177582,30901480,-1,-1,-1,Skeleton2
31245,1882,46042476748502,30951220,125000,-1,-1,Skeleton2
31246,1884,46042490319424,31001000,-1,-1,-1,Skeleton2
31247,1885,46042503890349,31050820,-1,-1,-1,Skeleton2
31248,1887,46042517461275,31100680,-1,-1,-1,Skeleton2
31249,1888,47472047354899,31150580,-1,-1,-1,Skeleton2
31250,1890,47472061134893,31200520,125500,-1,-1,Skeleton2
31251,1891,47472074914888,31250500,-1,-1,-1,SkeletonWithShield
31252,1893,47472088694885,31300520,-1,-1,-1,SkeletonWithShield
31253,1894,47472102474885,31350580,-1,-1,-1,SkeletonWithShield
31254,1896,47472116254886,31400680,-1,-1,-1,SkeletonWithShield
31255,1897,47472130034890,31450820,126000,-1,-1,SkeletonWithShield
31256,1899,48936952240936,31501000,-1,-1,-1,SkeletonWithShield
31257,1900,48936966231927,31551220,-1,-1,-1,SkeletonWithShield
31258,1902,48936980222921,31601480,-1,-1,-1,SkeletonWithShield
31259,1903,48936994213916,31651780,-1,-1,-1,SkeletonWithShield
31260,1905,48937008204913,31702120,126500,-1,-1,SkeletonWithShield
31261,1906,48937022195912,31752500,-1,-1,-1,SkeletonWithShield
31262,1908,48937036186914,31802920,-1,-1,-1,SkeletonWithShield
31263,1909,50437800193641,31853380,-1,-1,-1,SkeletonWithShield
31264,1911,50437814397557,31903880,-1,-1,-1,SkeletonWithShield
31265,1912,50437828601475,31954420,127000,-1,-1,SkeletonWithShield
31266,1914,50437842805395,32005000,-1,-1,-1,SkeletonWithShield
31267,1915,50437857009317,32055620,-1,-1,-1,SkeletonWithShield
31268,1917,50437871213241,32106280,-1,-1,-1,SkeletonWithShield
31269,1918,50437885417167,32156980,-1,-1,-1,SkeletonWithShield
31270,1920,51975248632939,32207720,127500,-1,-1,SkeletonWithShield
31271,1921,51975263051713,32258500,-1,-1,-1,SkeletonWithShield
31272,1923,51975277470488,32309320,-1,-1,-1,SkeletonWithShield
31273,1924,51975291889265,32360180,-1,-1,-1,SkeletonWithShield
31274,1926,51975306308045,32411080,-1,-1,-1,SkeletonWithShield
31275,1927,51975320726826,32462020,128000,-1,-1,SkeletonWithShield
31276,1929,51975335145609,32513000,-1,-1,-1,MageSkeleton-RustyShield
31277,1930,53549962946896,32564020,-1,-1,-1,MageSkeleton-RustyShield
31278,1932,53549977582465,32615080,-1,-1,-1,MageSkeleton-RustyShield
31279,1933,53549992218036,32666180,-1,-1,-1,MageSkeleton-RustyShield
31280,1935,53550006853609,32717320,128500,-1,-1,MageSkeleton-RustyShield
31281,1936,53550021489184,32768500,-1,-1,-1,MageSkeleton-RustyShield
31282,1938,53550036124761,32819720,-1,-1,-1,MageSkeleton-RustyShield
31283,1939,53550050760340,32870980,-1,-1,-1,MageSkeleton-RustyShield
31284,1941,55162616539716,32922280,-1,-1,-1,MageSkeleton-RustyShield
31285,1942,55162631394025,32973620,129000,-1,-1,MageSkeleton-RustyShield
31286,1944,55162646248336,33025000,-1,-1,-1,MageSkeleton-RustyShield
31287,1945,55162661102649,33076420,-1,-1,-1,MageSkeleton-RustyShield
31288,1947,55162675956964,33127880,-1,-1,-1,MageSkeleton-RustyShield
31289,1948,55162690811281,33179380,-1,-1,-1,MageSkeleton-RustyShield
31290,1950,55162705665600,33230920,129500,-1,-1,MageSkeleton-RustyShield
31291,1951,56813890879746,33282500,-1,-1,-1,MageSkeleton-RustyShield
31292,1953,56813905954745,33334120,-1,-1,-1,MageSkeleton-RustyShield
31293,1954,56813921029746,33385780,-1,-1,-1,MageSkeleton-RustyShield
31294,1956,56813936104749,33437480,-1,-1,-1,MageSkeleton-RustyShield
31295,1957,56813951179754,33489220,130000,-1,-1,MageSkeleton-RustyShield
31296,1959,56813966254761,33541000,-1,-1,-1,MageSkeleton-RustyShield
31297,1960,56813981329770,33592820,-1,-1,-1,MageSkeleton-RustyShield
31298,1962,58504475547471,33644680,-1,-1,-1,MageSkeleton-RustyShield
31299,1963,58504490845116,33696580,-1,-1,-1,MageSkeleton-RustyShield
31300,1965,58504506142762,33748520,130500,-1,-1,MageSkeleton-RustyShield
31301,1966,58504521440411,33800500,-1,-1,-1,Assassin
31302,1968,58504536738062,33852520,-1,-1,-1,Assassin
31303,1969,58504552035714,33904580,-1,-1,-1,Assassin
31304,1971,58504567333369,33956680,-1,-1,-1,Assassin
31305,1972,60235068283514,34008820,131000,-1,-1,Assassin
31306,1974,60235083805766,34061000,-1,-1,-1,Assassin
31307,1975,60235099328020,34113220,-1,-1,-1,Assassin
31308,1977,60235114850276,34165480,-1,-1,-1,Assassin
31309,1978,60235130372534,34217780,-1,-1,-1,Assassin
31310,1980,60235145894794,34270120,131500,-1,-1,Assassin
31311,1981,60235161417055,34322500,-1,-1,-1,Assassin
31312,1983,62006375036639,34374920,-1,-1,-1,Assassin
31313,1984,62006390785465,34427380,-1,-1,-1,Assassin
31314,1986,62006406534294,34479880,-1,-1,-1,Assassin
31315,1987,62006422283124,34532420,132000,-1,-1,Assassin
31316,1989,62006438031956,34585000,-1,-1,-1,Assassin
31317,1990,62006453780791,34637620,-1,-1,-1,Assassin
31318,1992,62006469529627,34690280,-1,-1,-1,Assassin
31319,1993,63819110011746,34742980,-1,-1,-1,Assassin
31320,1995,63819125989120,34795720,132500,-1,-1,Assassin
31321,1996,63819141966496,34848500,-1,-1,-1,Assassin
31322,1998,63819157943873,34901320,-1,-1,-1,Assassin
31323,1999,63819173921253,34954180,-1,-1,-1,Assassin
31324,2001,63819189898635,35007080,-1,-1,-1,Assassin
31325,2002,63819205876019,35060020,133000,-1,-1,Assassin
31326,2004,65673995717875,35113000,-1,-1,-1,BigWorm1
31327,2005,65674011925774,35166020,-1,-1,-1,BigWorm1
31328,2007,65674028133676,35219080,-1,-1,-1,BigWorm1
31329,2008,65674044341580,35272180,-1,-1,-1,BigWorm1
31330,2010,65674060549486,35325320,133500,-1,-1,BigWorm1
31331,2011,65674076757394,35378500,-1,-1,-1,BigWorm1
31332,2013,65674092965303,35431720,-1,-1,-1,BigWorm1
31333,2014,67571763016200,35484980,-1,-1,-1,BigWorm1
31334,2016,67571779456610,35538280,-1,-1,-1,BigWorm1
31335,2017,67571795897023,35591620,134000,-1,-1,BigWorm1
31336,2019,67571812337437,35645000,-1,-1,-1,BigWorm1
31337,2020,67571828777853,35698420,-1,-1,-1,BigWorm1
31338,2022,67571845218271,35751880,-1,-1,-1,BigWorm1
31339,2023,67571861658691,35805380,-1,-1,-1,BigWorm1
31340,2025,69513151168038,35858920,134500,-1,-1,BigWorm1
31341,2026,69513167842948,35912500,-1,-1,-1,BigWorm1
31342,2028,69513184517860,35966120,-1,-1,-1,BigWorm1
31343,2029,69513201192775,36019780,-1,-1,-1,BigWorm1
31344,2031,69513217867691,36073480,-1,-1,-1,BigWorm1
31345,2032,69513234542610,36127220,135000,-1,-1,BigWorm1
31346,2034,69513251217530,36181000,-1,-1,-1,BigWorm1
31347,2035,71498907882836,36234820,-1,-1,-1,BigWorm1
31348,2037,71498924794242,36288680,-1,-1,-1,BigWorm1
31349,2038,71498941705651,36342580,-1,-1,-1,BigWorm1
31350,2040,71498958617061,36396520,135500,-1,-1,BigWorm1
31351,2041,71498975528473,36450500,-1,-1,-1,Spider2
31352,2043,71498992439888,36504520,-1,-1,-1,Spider2
31353,2044,71499009351304,36558580,-1,-1,-1,Spider2
31354,2046,73529789366182,36612680,-1,-1,-1,Spider2
31355,2047,73529806516085,36666820,136000,-1,-1,Spider2
31356,2049,73529823665991,36721000,-1,-1,-1,Spider2
31357,2050,73529840815898,36775220,-1,-1,-1,Spider2
31358,2052,73529857965808,36829480,-1,-1,-1,Spider2
31359,2053,73529875115720,36883780,-1,-1,-1,Spider2
31360,2055,73529892265633,36938120,136500,-1,-1,Spider2
